item_no,descr,item_vend_no,prc_1,lst_cost,categ_cod,subcat_cod,addl_descr_1,addl_descr_2,addl_descr_3,prof_alpha_1,prof_alpha_2,prof_alpha_3,nam,phone_1,ap_vend_no,vend_descr,vend_item_no,barcod,qty_on_hnd,lst_recv_dat,lst_sal_dat
24677,Mama Miti Wangari Maathai,444,18.99,10.82,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Mama Miti Wangari Maathai,9781416935056,,12,6/24/15,
24695,Swing Sisters the Story of the,444,16.95,9.66,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Swing Sisters the Story of the,9780823419708,,12,6/24/15,
24697,Trombone Shorty,444,17.95,10.23,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Trombone Society,9781419714658,,12,6/24/15,
24733,On Photography Susan Sontag,312,16,8.64,BOOKS,ART CRIT,,,,susan sontag,,,MPS,888-330-8477,136115,On Photography Susan Sontag,9780312420093,,12,6/23/15,
23338,Shrigley domino set,106,50,22.0478,HOME,MISC,,,,,,,Third Drawer Down,,,Shrigley domino set,TTM-DSDOMINO,,12,6/3/15,6/28/15
24168,Squares,1891,9.99,4.995,BOOKS,CHILDREN,,,,,,,INDEPENDENT PUBLISHERS GROUP,,,Squares,9789888240685,,12,6/3/15,5/24/15
22563,Brahmin (sachet),325,16,7.5,HOME,EDIBLES,,,sachet/string tie carton,,,,Smith Tea,,,Brahmin (sachet),11011,,12,5/5/15,6/28/15
24311,Caramels Best of Oregon,323,10,3.5,HOME,EDIBLES,,,turtle,,,,Quin Candy,,,Caramels Best of Oregon,,,12,4/24/15,6/4/15
24309,Darling Vulgarit,1208,15.5,8.68,BOOKS,EVENTS,,,,,,,DAP/Perseus,800-343-4499,,Darling Vulgarit,9781929918850,,12,4/23/15,4/17/15
23035,Notecard Dogwood,260,3,1.375,STATIONERY,NOTECARD,,,,Herny Evans,,,Crane Creek Graphics,,,Notecard Dogwood,763,,12,3/17/15,6/19/15
22394,Tealight Holder Lg Blue,310,16,4.0341,HOME,DECOR,,,,Klevering,,,& Klevering,,,Tealight Holder Lg Blue,1307-17,,12,2/27/15,6/20/15
23328,ikazaki med pink notebook,377,15,5.8002,STATIONERY,JOURNALS,,,,,,,Ikazaki Shachu,,,ikazaki med pink notebook,WP-M PINK,,12,10/23/14,
23330,ikazaki lg orange notebook,377,23,8.8163,STATIONERY,JOURNALS,,,,,,,Ikazaki Shachu,,,ikazaki lg orange notebook,WP-L ORANGE,,12,10/23/14,
22235,Notecard King Cat,308,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Red Cap,,,Notecard King Cat,LIZ1216,,12,6/27/14,6/13/15
22659,Notecard Blue Cat,308,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Red Cap,,,Notecard Blue Cat,LIZ1214,,12,6/27/14,4/7/15
22764,LAMOA t-shirt S,138,35,17.5,APPAREL,MERCHAND,,,,,,,American Apparel,,,LAMOA t-shirt S,2011P L.A.M.O.A.,,12,6/17/14,5/13/15
22811,Shirt Pocket notebook,218,12.95,6.993,STATIONERY,JOURNALS,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Shirt Pocket notebook,978161892029,,11,6/25/15,6/27/15
22812,Messenger Bag notebook,218,16.95,9.153,STATIONERY,JOURNALS,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Messenger Bag notebook,9781616892104,,11,6/25/15,6/27/15
22813,Pocket Pack notebook,218,19.95,10.773,STATIONERY,JOURNALS,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Pocket Pack notebook,9781616892142,,11,6/25/15,6/28/15
21981,Red Fountain pen classic sp,319,28,12.5,HOME,DESKTOP,,,,,,,Elite Accessories,630 945 2710,,Red Fountain pen classic sp,4250278604097,,11,6/23/15,6/24/15
22512,Green Rollerball pen classic,319,28,11,HOME,DESKTOP,,,,,,,Elite Accessories,630 945 2710,,Green Rollerball pen classic,4250278605025,,11,6/23/15,5/17/15
24597,Mythologies the Complete Editi,444,15,8.1,BOOKS,GENERAL,,,,Roland Barthes,,,BAKER & TAYLOR CO.,800-775-1700,,Mythologies the Complete Editi,9780809071944,,11,6/23/15,6/12/15
8357,SWEATERS THAT TALK BACK,10011,15,9,BOOKS,MODERN,,,,"AUERBACH,L",107,,PRINTED MATTER,,,SWEATERS THAT TALK BACK,9780894390326,,11,6/17/15,6/24/15
24530,Mug Chef Damrauer,106,19,8.8935,HOME,MISC,,,,,,,Third Drawer Down,,,Mug Chef Damrauer,,,11,6/3/15,6/24/15
22560,Peppermint Leaves tea,325,16,6.6,HOME,EDIBLES,,,loose leaf/tin,,,,Smith Tea,,,Peppermint Leaves tea,47240,,11,5/5/15,4/10/15
23852,Happy Birthday Notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,Happy Birthday Notecard,1215,,11,3/24/15,6/24/15
24181,Ravished Armenia,438,35,21,BOOKS,EVENTS,,EVENT book,,,,,University Press of Mississippi,,,Ravished Armenia,9781617038488,,11,3/18/15,3/26/15
23212,Coffee Flake Salt,322,15,6.8,HOME,EDIBLES,,,,,,,Jacobsen Sea Salt,,,Coffee Flake Salt,,,11,2/25/15,5/17/15
23664,simple happy holidays notecard,365,3,1.5,STATIONERY,NOTECARD,,,,,,,Sapling Press,412 681 1003,,simple happy holidays notecard,HAPPYHOLIDAYS,,11,12/17/14,12/19/14
23324,ikazaki med blue notebook,377,15,5.8002,STATIONERY,JOURNALS,,,,,,,Ikazaki Shachu,,,ikazaki med blue notebook,WP-M BLUE,,11,10/23/14,3/11/15
23333,paper balloon red,377,19,6.9602,KIDS MERCH,,,,,,,,Ikazaki Shachu,,,paper balloon red,AK RED,,11,10/23/14,6/23/15
23334,paper balloon yellow,377,19,6.9602,KIDS MERCH,,,,,,,,Ikazaki Shachu,,,paper balloon yellow,AK YELLOW,,11,10/23/14,6/19/15
23252,Home Thread Ball hakusan,370,20,6.943,HOME,MISC,,,,,,,Daruma,,,Home Thread Ball hakusan,0020-HAKU,,11,9/30/14,5/24/15
23254,Home Thread Ball Kasumigaura,370,20,6.94,HOME,MISC,,,,,,,Daruma,,,Home Thread Ball Kasumigaura,002-KASU,,11,9/30/14,6/21/15
22569,Making Wet,55101,39,19.5,BOOKS,DESIGN,,,,,,,CONSORTIUM BOOK SALES & DIST,,,Making Wet,9780981484624,,11,7/3/14,4/16/15
23583,Papa Bear glockenspiel,403,35,17.5,KIDS MERCH,,,,,,,,Greentones & Hohner,1-800-349-9541,,Papa Bear glockenspiel,3715,,10,6/24/15,6/20/15
23822,Monkey glockenspiel,403,40,20,KIDS MERCH,,,,,,,,Greentones & Hohner,1-800-349-9541,,Monkey glockenspiel,3730,,10,6/24/15,6/13/15
24642,28 Days Moments in Black Histo,444,18.99,10.82,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,28 Days Moments in Black Histo,9781596438200,,10,6/24/15,
24649,Bad Feminist,444,15.99,9.11,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Bad Feminist,9780062282712,,10,6/24/15,
24655,Collected Poems of Langston Hu,444,19.95,11.37,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Collected Poems of Langston Hu,9780679764083,,10,6/24/15,
24684,Nelson Mandela,444,17.99,10.25,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Nelson Mandela,9780061783746,,10,6/24/15,
24691,Searching For Sarah Rector The,444,21.95,12.51,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Searching For Sarah Rector The,9781419708466,,10,6/24/15,
21995,Green Clutch pencil classic sp,319,24,10,HOME,DESKTOP,,,,,,,Elite Accessories,630 945 2710,,Green Clutch pencil classic sp,4250278605087,,10,6/23/15,3/20/15
21431,Glockenspiel,255,120,66,HOME,DECOR,,Sweden,,,,,Kiosk,212.226.8601,,Glockenspiel,,,10,6/17/15,4/19/15
24709,Jam Rose Diamond Nectarine,429,12.5,7.25,HOME,EDIBLES,,,Kevin West Public Program Fashion & Food,Sqirl,,,Sqirl,,,Jam Rose Diamond Nectarine,,,10,6/12/15,6/27/15
21579,Pirates and Farmers,2525,25,13.75,BOOKS,ART CRIT,,,,,,,RAM PUBLICATIONS USA,,,Pirates and Farmers,9781905464722,,10,6/10/15,4/3/15
22825,How To Sharpen Pencils,394,15.95,9.09,BOOKS,ART CRIT,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,How To Sharpen Pencils,9781612193267,,10,6/9/15,6/12/15
21831,guest keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,guest keychain,,,10,6/2/15,6/19/15
21865,studio keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,studio keychain,,,10,6/2/15,6/5/15
18960,"Book About Moomin, Mymble and",312,16.95,9.1533,BOOKS,CHILDREN,FSG,,,Tove Jansson,,,MPS,888-330-8477,136115,"Book About Moomin, Mymble and",9781897299951,,10,5/27/15,3/31/15
24441,DIY Bubble Gum Kit,439,16,8,KIDS MERCH,,,,,,,,Copernicus,,,DIY Bubble Gum Kit,DIYBUB,,10,5/26/15,6/12/15
22558,Lord Bergamot tea,325,16,7.2,HOME,EDIBLES,,,loose leaf/tin,,,,Smith Tea,,,Lord Bergamot tea,47210,,10,5/5/15,4/11/15
23770,Masala Chai tea (sachet),325,16,7.5,HOME,EDIBLES,,,loose leaf/tin,,,,Smith Tea,,,Masala Chai tea (sachet),,,10,5/5/15,6/28/15
24052,Masala Chai,325,16,8.4,HOME,EDIBLES,,,loose leaf/tin,,,,Smith Tea,,,Masala Chai,47260,,10,5/5/15,4/17/15
23369,Edgar and the Tattle-Tale Hear,87905,16.99,9.34,BOOKS,CHILDREN,,,,,,,GIBBS SMITH/PEREGRINE SMITH,801.544.9800,61205,Edgar and the Tattle-Tale Hear,9781423637660,,10,5/4/15,5/23/15
22550,74% Dominican chocolate,324,8.5,4.25,HOME,EDIBLES,,,,,,,Dick Taylor Chocolate,,,"74% Dominican, Finca Elvesia",,,10,4/29/15,6/25/15
24316,Hard Candy Rootbeer,323,5,2.5,HOME,EDIBLES,,,,,,,Quin Candy,,,Hard Candy Rootbeer,,,10,4/24/15,6/28/15
23695,Golda Mist Spray Dog 2oz,339,22,11.33,HOME,,,,,,,,Studio Cue,,,Golda Mist Spray Dog 2oz,,,10,3/24/15,5/23/15
22241,Notecard CA Poppies,260,3,1.375,STATIONERY,NOTECARD,,,,Herny Evans,,,Crane Creek Graphics,,,Notecard CA Poppies,708,,10,3/17/15,6/27/15
22400,Tealight Holder Sm Mint,310,14,3.3816,HOME,DECOR,,,,Klevering,,,& Klevering,,,Tealight Holder Sm Mint,1308-27,,10,2/27/15,6/4/15
23934,The New Aging,423,35,21,BOOKS,EVENTS,,,,,,,ABC CLIO,,,The New Aging,9780865690363,,10,2/27/15,2/8/15
22529,4 oz. Package,322,12,5.94,HOME,EDIBLES,,,,,,,Jacobsen Sea Salt,,,4 oz. Package,,,10,2/24/15,4/17/15
22865,Bianca,8886,14,6.9708,BOOKS,CHILDREN,,,,,,,Corraini Edizioni,,,Bianca,B111,,10,2/17/15,5/24/15
23379,Brian Weil 1979-95,262,39.95,21.573,BOOKS,CONTEMP,MIT Semiotexte,,,,,,"MIT PRESS, ORDER DEPT.",,,Brian Weil 1979-95,9780884541271,,10,2/5/15,5/3/15
23798,Zines keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,Zines keychain,ZINES,,10,1/27/15,2/1/15
23663,Crows Tree seasonal card,308,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Red Cap,,,Crows Tree seasonal card,BEC1245,,10,12/17/14,12/23/14
23447,Notecard Marin,386,6,3,STATIONERY,NOTECARD,,,,,,,Polite Paper Society,,,Notecard Marin,NC108,,10,11/12/14,6/23/15
23327,ikazaki med purple notebook,377,15,5.8002,STATIONERY,JOURNALS,,,,,,,Ikazaki Shachu,,,ikazaki med purple notebook,WP-M PURPLE,,10,10/23/14,4/26/15
22991,Clouds Sock SM,314,22,8.3412,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Clouds Sock SM,BL5 01 39/41,,10,10/14/14,6/7/15
21413,Bavarian Pin Large,255,50,27.5,JEWELRY,PINS,,USA,,Kiosk,,,Kiosk,212.226.8601,,Bavarian Pin Large,,,10,8/21/14,4/5/14
22685,1968 Radical Italian Furniture,1208,80,40,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,1968 Radical Italian Furniture,9786185039042,,10,6/3/14,8/3/14
22517,Memory Game,320,40,20,KIDS MERCH,,,,,,,,Maharam,,,Memory Game,801081,,10,5/21/14,1/10/15
24656,Complete Poetry,444,30,17.1,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Complete Poetry,9780812997873,,9,6/24/15,6/25/15
24683,My Name is Truth the Life of S,444,17.99,10.25,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,My Name is Truth the Life of S,9780060758981,,9,6/24/15,6/27/15
24690,SOS Poems 1961 2013,444,30,17.1,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,SOS Poems 1961 2013,9780802123350,,9,6/24/15,6/28/15
24704,With Books and Bricks How Book,444,16.99,9.68,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,With Books and Bricks How Book,9780807508978,,9,6/24/15,6/20/15
21768,Black Rollerball pen classic,319,28,11,HOME,DESKTOP,,,,,,,Elite Accessories,630 945 2710,,Black Rollerball pen classic,4250278600587,,9,6/23/15,6/28/15
24322,Tokyo Camera Style,393,29.95,16.475,BOOKS,PHOTO,,,,,,,W.W. NORTON & CO. INC.,(800) 233-4830,,Tokyo Camera Style,9780500291672,,9,6/18/15,4/18/15
23850,Bud Vase KR,419,80,40,HOME,DECOR,kr,,,Kat and Roger,,,K & R Paint and Clay,(831)247-3393,,Bud Vase KR,,,9,6/10/15,6/13/15
22437,Rainbow Chameleon,1891,9.99,4.995,BOOKS,CHILDREN,,,,,,,INDEPENDENT PUBLISHERS GROUP,,,Rainbow Chameleon,9789888240593,,9,6/3/15,6/23/15
24535,Pillow Case Miranda July,106,85,38.7676,HOME,KITCHEN,,,,,,,Third Drawer Down,,,Pillow Case Miranda July,,,9,6/3/15,6/28/15
21827,escape hatch keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,escape hatch keychain,,,9,6/2/15,6/28/15
21832,helicopter keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,helicopter keychain,,,9,6/2/15,6/27/15
24579,"Dish Mountain 4""",454,45,22.5,HOME,KITCHEN,,,,Pauline Wolstencroft,,,Pauline Wolstencroft,,,"Dish Mountain 4""",,,9,5/29/15,6/19/15
18961,Who Will Comfort Toffle?,312,16.95,9.1533,BOOKS,CHILDREN,FSG,,,Tove Jansson,,,MPS,888-330-8477,136115,Who Will Comfort Toffle?,9781770460171,,9,5/27/15,5/27/15
24359,Soap Cucumber & Cilantro,441,14,7,HOME,DECOR,,,,,,,Wary Meyers,,,Soap Cucumber & Cilantro,,,9,5/27/15,6/21/15
24503,Pantone Sticker Book,218,12.95,7.1225,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Pantone Sticker Book,9781419716287,,9,5/20/15,6/10/15
24424,Modern Art Activity Book,218,10.95,6.0225,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Modern Art Activity Book,9781849762410,,9,5/6/15,5/13/15
23994,Caramels Smith Tea Smoked Chai,323,10,3.5,HOME,EDIBLES,,,turtle,,,,Quin Candy,,,Caramels Smith Tea Smoked Chai,,,9,4/24/15,6/28/15
22236,Notecard Boat Thank You,308,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Red Cap,,,Notecard Boat Thank You,JON0906,,9,3/26/15,6/28/15
24140,gold stripe TY notecard,408,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Rifle Paper Co.,,,gold stripe TY notecard,GCT009,,9,3/26/15,6/21/15
24162,Pedro Reyes: The Permanent Rev,1208,30,18,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Pedro Reyes: The Permanent Rev,9788415118916,,9,3/26/15,4/21/15
23156,lily pattern notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,lily pattern notecard,1819,,9,3/24/15,6/21/15
23693,Golda Soap Cube,339,17,7.21,HOME,,,,,,,,Studio Cue,,,Golda Soap Cube,,,9,3/24/15,6/23/15
22406,Tealight Holder Lg Cross,310,16,4.6867,HOME,DECOR,,,,Klevering,,,& Klevering,,,Tealight Holder Lg Cross,1307-33,,9,2/27/15,6/19/15
23534,Mix and Match,392,18,7.2377,KIDS MERCH,,,,,,,,OMM Design,,,Mix and Match,GAL77,,9,2/18/15,6/19/15
23845,Notecard Love Bubble,308,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Red Cap,,,Notecard Love Bubble,JIL1271,,9,1/29/15,2/18/15
23665,simple merry christmas notecar,365,3,1.5,STATIONERY,NOTECARD,,,,,,,Sapling Press,412 681 1003,,simple merry christmas notecar,MERRY CHRISTMAS,,9,12/17/14,12/26/14
21464,Skissblock Notebook,255,12,6.6,STATIONERY,JOURNALS,,Sweden,,,,,Kiosk,212.226.8601,,Skissblock Notebook,,,9,9/29/14,5/19/15
23137,Bonjour chevron notecard,358,5,2.5,STATIONERY,NOTECARD,,,,,,,Ferme A Papier,,,Bonjour chevron notecard,GCS012,,9,8/13/14,9/18/14
20505,Nutshell Library,6,16.95,9.68,BOOKS,CHILDREN,,core,,Maurice Sendak,,,HARPERCOLLINS PUBLISHERS,800-237-5534,10335482,Nutshell Library,9780060255008,,8,6/29/15,5/28/15
24645,And Sometimes I Wonder About Y,444,26.95,15.36,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,And Sometimes I Wonder About Y,9780385539180,,8,6/24/15,
24646,And Still We Rise Race Culture,444,34.99,19.94,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,And Still We Rise Race Culture,9780764349287,,8,6/24/15,
24652,Capital Days Michael Shiners J,444,21.95,12.51,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Capital Days Michael Shiners J,9781419707339,,8,6/24/15,
24653,Chocolate Me,444,17.99,10.25,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Chocolate Me,9780312603267,,8,6/24/15,
24662,Firebird,444,17.99,10.25,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Firebird,9780399166150,,8,6/24/15,
24671,Immortal Life of Henrietta Lac,444,16,9.12,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Immortal Life of Henrietta Lac,9781400052189,,8,6/24/15,
24674,Kid Presidents Guide to Being,444,21.99,12.53,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Kid Presidents Guide to Being,9780062358684,,8,6/24/15,
24676,Malcolm Little The Boy Who Gre,444,17.99,10.25,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Malcolm Little The Boy Who Gre,9781442412163,,8,6/24/15,
24678,Marching to the Mountaintop Ho,444,19.95,11.37,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Marching to the Mountaintop Ho,9781426309397,,8,6/24/15,
24680,Michelle Obama A Life,444,27.95,15.93,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Michelle Obama A Life,9780307958822,,8,6/24/15,
24689,Rose Gold,444,15.95,9.09,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Rose Gold,9780307949790,,8,6/24/15,
24692,Selected Letters of Langston H,444,35,19.95,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Selected Letters of Langston H,9780375413797,,8,6/24/15,
24696,Toward An Intellectual History,444,27.95,22.36,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Toward An Intellectual History,9781469620916,,8,6/24/15,
23973,"Camera Lucida, Barthes",444,14,7.56,BOOKS,ART CRIT,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,"Camera Lucida, Barthes",9780384532338,,8,6/23/15,6/28/15
24621,Wisdom of Insecurity a Message,444,14.95,8.073,BOOKS,GENERAL,,alan watts,,,,,BAKER & TAYLOR CO.,800-775-1700,,Wisdom of Insecurity a Message,9780307741202,,8,6/23/15,6/28/15
24700,We Could Not Fail the 1st Afri,444,30,17.1,BOOKS,ESO WON,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,We Could Not Fail the 1st Afri,9780292772496,,8,6/18/15,
21754,Oinometra  Cup Medium,255,18,9.9,HOME,KITCHEN,,Greece,,,,,Kiosk,212.226.8601,,Oinometra  Cup Medium,,,8,6/17/15,5/23/15
23865,Hammer Store Zine,,3,0,BOOKS,,,,,,,,,,,,,,8,6/13/15,3/29/15
19766,Ken Price A Retrospective,37913,75,41.25,BOOKS,CONTEMP,,core hcc,,,,,PRESTEL,(888) 463-6110,,Ken Price,978-3-7913-5255-8,,8,6/12/15,1/14/15
24534,Tea towel  All you need,106,32,14.6986,HOME,KITCHEN,,,,Jon Campbell,,,Third Drawer Down,,,Tea towel  All you need,,,8,6/3/15,6/28/15
24587,Changing the Light at Sandover,394,30,16.2,BOOKS,EVENTS,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,Changing the Light at Sandover,9780375711749,,8,6/3/15,6/3/15
21829,flavin keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,flavin keychain,,,8,6/2/15,4/12/15
21837,judd keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,judd keychain,,,8,6/2/15,5/17/15
21842,lost keys keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,lost keys keychain,,,8,6/2/15,6/25/15
24477,Extra Extra 4,667,19.5,10.8,BOOKS,MAG,,,,Aram Moshayedi,,,IDEA BOOKS C/O GALGIANI,,,Extra Extra 4,,,8,6/2/15,6/12/15
22565,Lord Bergamot (sachet),325,16,7.5,HOME,EDIBLES,,,sachet/string tie carton,,,,Smith Tea,,,Lord Bergamot (sachet),11014,,8,5/5/15,5/2/15
24367,Modern Design Review N2,426,20,11.04,BOOKS,MAG,,,,,,,WhiteCirc,,,Modern Design Review N2,,,8,4/30/15,
22552,Fleur De Sel chocolate,324,8.5,4.25,HOME,EDIBLES,,,,,,,Dick Taylor Chocolate,,,Fleur De Sel,,,8,4/29/15,6/28/15
24303,Padworks Fruits,92054,8,3.5,KIDS MERCH,ART SUPPLY,,,,,,,INTERNATIONAL ARRIVALS,,,Padworks Fruits,118-118,,8,4/29/15,6/10/15
23995,Caramels Smith Tea Lord  Berga,323,10,3.5,HOME,EDIBLES,,,turtle,,,,Quin Candy,,,Caramels Smith Tea Lord  Berga,,,8,4/24/15,6/27/15
24312,Caramels Coffee,323,10,3.5,HOME,EDIBLES,,,turtle,,,,Quin Candy,,,Caramels Coffee,,,8,4/24/15,6/28/15
22910,Hammer Hat Navy with Green Thr,248,22,10.95,HAMMER MER,,,,,,,,Ellen's Silkscreening,,,Hammer Hat Navy,GWT 111 THREAD 1748,,8,4/23/15,6/12/15
24298,Snail Where Are You?,218,14.95,7.9235,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Snail Where Are You?,9780714867991,,8,4/23/15,
19377,Open Form Magnatab,8861,23,12.5,KIDS MERCH,,,,,KIDO,800,,KID O,212-366-5858,,Open Form Magnatab,,,8,3/26/15,6/28/15
19448,Magnatab Cursive Lower Case,8861,28,15,KIDS MERCH,,,,,,,,KID O,212-366-5858,,Magnatab Cursive Lower Case,,,8,3/26/15,6/23/15
23146,rainbow heart notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,rainbow heart notecard,1327,,8,3/24/15,6/26/15
22404,Tealight Holder Lg Dots,310,16,4.6867,HOME,DECOR,,,,Klevering,,,& Klevering,,,Tealight Holder Lg Dots,1307-31,,8,2/27/15,6/19/15
23123,Charles Gaines: Gridwork,1208,50,30,EXH CAT,NON-HAMMER,,core hcc,,,,,DAP/Perseus,800-343-4499,,Charles Gaines: Gridwork,9780942949407,,8,2/26/15,6/27/15
22903,Hammer Hat Columbia Blue Multi,248,22,10.95,HAMMER MER,,,,,,,,Ellen's Silkscreening,,,Hammer Hat Columbia Blue,GWT 111 THREAD 1606,,8,2/20/15,6/19/15
21780,Noble Memo pad,272,10,4.5,STATIONERY,JOURNALS,,,,,,,Sweet Bella,,,Noble Memo pad,LFN42,,8,1/23/15,6/12/15
22418,Pen Case DB fastner Green,272,25,11,ACCESSORY,BAGS,,,,,,,Sweet Bella,,,Pen Case DB fastner Green,DLEN GREEN,,8,1/23/15,6/28/15
23785,Clip sm yellow,272,5,2.25,HOME,DESKTOP,,,,,,,Sweet Bella,,,Clip sm yellow,LP07205GI,,8,1/23/15,6/11/15
23310,Blocks Mini Facemaker,1121,45,22.5,KIDS MERCH,,,,,,,,NEO-UTILITY,,,Blocks Mini Facemaker,,,8,1/13/15,5/14/15
23215,Fat Toad Goat's Milk Caramel,322,20,9,HOME,EDIBLES,,,,,,,Jacobsen Sea Salt,,,Fat Toad Goat's Milk Caramel,,,8,1/8/15,6/14/15
23331,ikazaki lg purple notebook,377,23,8.8163,STATIONERY,JOURNALS,,,,,,,Ikazaki Shachu,,,ikazaki lg purple notebook,WP-L PURPLE,,8,10/23/14,4/23/15
22637,Adult Magazine #2,1208,20,11,BOOKS,MAG,,,,,,,DAP/Perseus,800-343-4499,,Adult Magazine #1,9780615914954,,8,10/9/14,6/12/15
23250,Home Thread Ball Hanao,370,20,6.943,HOME,MISC,,,,,,,Daruma,,,Home Thread Ball Hanao,0020-HANA,,8,9/30/14,4/26/15
23259,Pincushion Blue,370,30,10.4144,HOME,MISC,,,,,,,Daruma,,,Pincushion Blue,1200-00BL,,8,9/30/14,12/4/14
23150,tamed lion notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,tamed lion notecard,1407,,8,8/19/14,2/13/15
22398,Tealight Holder Sm Pink,310,14,3.82,HOME,DECOR,,,,Klevering,,,& Klevering,,,Tealight Holder Sm Pink,1308-15,,8,7/31/14,5/14/15
24022,Rhymoceros,218,15.95,9.09,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Rhymoceros,9781419715143,,7,6/29/15,5/14/15
4916,FULLY PRESENT,193,16.95,9.66,BOOKS,GENERAL,,DIANA WINSTON,,"SMALLEY,S",700,,PERSEUS DISTRIBUTION,Perseus 800-343-4499,,FULLY PRESENT,9780738213248,,7,6/29/15,6/25/15
7301,BLACK ARTS WEST,8223,26.95,13.475,BOOKS,ART CRIT,,"NDT, LA",,"WIDENER,D",112,,DUKE UNIVERSITY PRESS,888-387-5687,,BLACK ARTS WEST,9780822346791,,7,6/26/15,6/27/15
24580,"Plates 6"" PAW",454,75,37.5,HOME,KITCHEN,,,,Pauline Wolstencroft,,,Pauline Wolstencroft,,,"Plates 6"" PAW",,,7,6/25/15,6/9/15
23582,Mama Bear drum,403,25,12.5,KIDS MERCH,,,,,,,,Greentones & Hohner,1-800-349-9541,,Mama Bear drum,3718,,7,6/24/15,6/10/15
